刑事附带民事	赔偿	NA	审理交通肇事犯罪引发的民事赔偿纠纷应严格按照刑事附带民事诉讼模式解决。
原理	发展趋势	NA	此规定的积极意义在于以被害人利益为导向的刑事政策 ;符合现代刑法的谦抑原则 ;符合对交通肇事罪刑事政策的发展趋势 ;符合过失损毁财物不负刑事责任的刑法基本原理 ;暗合了恢复性司法的精神。

盗窃罪	故意	NA	北京市第一中级人民法院以故意杀人罪、盗窃罪、诈骗罪合并判处被告人闫烁死刑。

民事责任	刑事责任	NA	这一规定从实质上改变了《刑法》第133条对交通肇事罪客观要件内容的规定;违反了民事责任和刑事责任不得相互转换的法律原理;并且与《刑法》第4条所规定的刑法面前人人平等原则相冲突。

过失	致人死亡罪	NA	因而认定被告人成立过失致人死亡罪。

过失	致人死亡罪	NA	一审法院以“故意杀人罪”判处李德才死刑;二审法院以“过失致人死亡罪”改判其有期徒刑5年。

过失	致人死亡罪	NA	一审法院以“故意杀人罪”判处李德才死刑;二审法院以“过失致人死亡罪”改判其有期徒刑5年。

过失	致人死亡罪	NA	此案经过数次审理均被认定为过失致人死亡罪。

过失	致人死亡罪	NA	应分别情况以抢夺罪与过失致人重伤罪、过失致人死亡罪的想象竟合犯论。

过失	致人死亡罪	NA	阐明了以殴打故意致人死亡的只能认定为过失致人死亡罪 ;根据共同犯罪的原理 。

过失	致人死亡罪	NA	其具体罪名为过失致人死亡罪或者过失致人重伤罪;反之。

致人死亡	结果加重犯	NA	故意伤害致人死亡是结果加重犯的典型适例。

刑法	故意伤害罪	NA	《刑法》第294条第3款规定的其他犯罪行为不应当包括敲诈勒索罪、聚众斗殴罪、寻衅滋事罪和故意伤害罪(故意伤害致人死亡或者以特别残忍手段致人重伤造成严重残疾的除外)。

刑法	故意伤害罪	NA	《刑法》第294条第3款规定的其他犯罪行为不应当包括敲诈勒索罪、聚众斗殴罪、寻衅滋事罪和故意伤害罪(故意伤害致人死亡或者以特别残忍手段致人重伤造成严重残疾的除外)。

刑法	故意伤害罪	NA	不是寻衅滋事罪的主观要素;刑法理论与司法实践不应过分注重寻衅滋事罪与故意伤害罪、敲诈勒索罪、故意毁坏财物罪的区别。

刑法	故意伤害罪	NA	不是寻衅滋事罪的主观要素;刑法理论与司法实践不应过分注重寻衅滋事罪与故意伤害罪、敲诈勒索罪、故意毁坏财物罪的区别。

刑法	故意伤害罪	NA	《刑法》和《刑事诉讼法》对故意伤害罪三类的情况分别确定了相应的量刑幅度和诉讼制度。

刑法	故意伤害罪	NA	正确理解刑法关于故意伤害罪的立法精神。

刑法	故意伤害罪	NA	刑法第一百三十四条根据伤害的不同后果对故意伤害罪规定了三个量刑幅度:致人轻伤的。

刑法	故意伤害罪	NA	 一、关于刑法第134条规定精神的理解 我国刑法第134条对故意伤害罪分为两款作了规定。

被害人	恢复性司法	NA	此规定的积极意义在于以被害人利益为导向的刑事政策 ;符合现代刑法的谦抑原则 ;符合对交通肇事罪刑事政策的发展趋势 ;符合过失损毁财物不负刑事责任的刑法基本原理 ;暗合了恢复性司法的精神。

胎儿	故意伤害	NA	论证了胎儿伤害行为待胎儿出生为人时成立故意伤害罪 ;2 。

胎儿	故意伤害	NA	现行刑法对伤害胎儿的行为按故意伤害处理。

胎儿	故意伤害	NA	并详细论述了当前学界关于故意伤害胎儿行为的几种观点。

量刑	犯罪情节	NA	《刑法》提高了对交通肇事因逃逸致人死亡这一犯罪情节的量刑幅度。

非法持有	黑社会性质组织罪	NA	河南省周口市中级人民法院依法公开宣判了孔刚等35人组织领导参加黑社会性质组织罪、故意杀人罪、故意伤害罪、聚众斗殴罪、寻衅滋事罪、故意毁坏财物罪、非法持有枪支罪案。

非法持有	黑社会性质组织罪	NA	河南省周口市中级人民法院依法公开宣判了孔刚等35人组织领导参加黑社会性质组织罪、故意杀人罪、故意伤害罪、聚众斗殴罪、寻衅滋事罪、故意毁坏财物罪、非法持有枪支罪案。

非法持有	黑社会性质组织罪	NA	河南省周口市中级人民法院依法公开宣判了孔刚等35人组织领导参加黑社会性质组织罪、故意杀人罪、故意伤害罪、聚众斗殴罪、寻衅滋事罪、故意毁坏财物罪、非法持有枪支罪案。

中级人民法院	贩卖毒品	NA	烟台市中级人民法院公开宣判了一起制造、贩卖毒品大案。

中级人民法院	贩卖毒品	NA	被告人夏某与张茹月(另案判决)在被告人吴丹(曾因犯贩卖毒品罪于2006年3月被云南省大理白族自治州中级人民法院判处有期徒刑。

中级人民法院	贩卖毒品	NA	甘肃省武威市中级人民法院与山西省大同市中级人民法院对一起家族式制造、贩卖毒品的特大团伙案分别作出一审判决。

中级人民法院	贩卖毒品	NA	32岁的董晓阳因贩卖毒品被武汉市中级人民法院判处死刑。

自首	认定	NA	在《意见》中规定交通肇事后报案并接受处理的情形不认定自首;交通肇事逃逸后向有关机关。

累犯	缓刑	NA	我国刑法中存在诸如以危险方法危害公共安全罪与罪刑法定原则、累犯与毒品累犯、自首与贿赂罪自首、一般缓刑与战时缓刑等在条文规定中总则与分则相矛盾的现象。

被告人	贩卖毒品罪	NA	我爱她！” 江西省南昌市人民检察院以被告人陈木丰(第一被告)、丁赣南、刘志伟、万丽娜、许武惠犯贩卖毒品罪案。

被告人	贩卖毒品罪	NA	被告人夏某与张茹月(另案判决)在被告人吴丹(曾因犯贩卖毒品罪于2006年3月被云南省大理白族自治州中级人民法院判处有期徒刑。

抢劫	司法解释	NA	应以“故意伤害”取而代之 ;同时应通过立法或司法解释方法将“行凶、杀人、抢劫、强奸、绑架”界定为犯罪手段 ;对“其他严重危及人身安全的暴力犯罪”不能随意扩展。

法律	重伤	NA	 最高人民法院《关于审理交通肇事刑事案件具体应用法律问题的解释》(以下简称《解释》)第二条第二款规定:交通肇事致一人以上重伤。

逮捕	取保候审	NA	一事业单位的职工涉嫌故意伤害被公安部门逮捕、取保候审。

发展趋势	被害人	NA	此规定的积极意义在于以被害人利益为导向的刑事政策 ;符合现代刑法的谦抑原则 ;符合对交通肇事罪刑事政策的发展趋势 ;符合过失损毁财物不负刑事责任的刑法基本原理 ;暗合了恢复性司法的精神。

市公安局	故意杀人罪	NA	李某在得知其子李小某被某市公安局以涉嫌故意杀人罪移送检察院审查起诉后。

被告人	故意杀人罪	hierarchical	三名被告人均被以故意杀人罪判刑。

被告人	故意杀人罪	hierarchical	北京市第一中级人民法院以故意杀人罪、盗窃罪、诈骗罪合并判处被告人闫烁死刑。

被告人	故意杀人罪	hierarchical	认定被告人夏阳犯故意杀人罪。

被告人	故意杀人罪	hierarchical	本案的争议焦点在于被告人的行为究竟是故意杀人罪还是妨害公务罪。

被告人	故意杀人罪	hierarchical	云南省文山州中级人民法院以故意杀人罪一审判处被告人苏志祥、罗超死刑。

被告人	故意杀人罪	hierarchical	一审以故意杀人罪判处被告人管红江、被告人杨丽死刑。

刑事责任	被告人	NA	应当以故意伤害罪追究被告人的刑事责任。

人民检察院	故意杀人罪	NA	信阳市人民检察院以故意杀人罪对犯罪嫌疑人王仁科实施逮捕。

人民检察院	故意杀人罪	NA	上海金山区人民检察院以涉嫌抢劫罪、故意杀人罪(未遂)批准逮捕了犯罪嫌疑人江盼。

人民检察院	故意杀人罪	NA	她却因亲手掐死亲生女儿而被北京市朝阳区人民检察院以故意杀人罪提起公诉。

人民检察院	故意杀人罪	NA	由海淀区人民检察院以故意杀人罪依法提起公诉的全国第2起“铊”投毒案。

故意伤害	批准逮捕	NA	周光付被金沙县检察院以涉嫌故意伤害罪批准逮捕。

故意伤害	批准逮捕	NA	检察机关以涉嫌故意伤害罪将逍遥法外19年之久的凶手批准逮捕。

故意伤害	批准逮捕	NA	这个因为婚姻之事而殴打自己父亲的逆子被来宾市兴宾区人民检察院以涉嫌故意伤害罪批准逮捕。

故意伤害	批准逮捕	NA	淮北市杜集区人民检察院以涉嫌故意伤害罪对犯罪嫌疑人张亚辉批准逮捕。

致人死亡罪	故意杀人罪	NA	一审法院以“故意杀人罪”判处李德才死刑;二审法院以“过失致人死亡罪”改判其有期徒刑5年。

致人死亡罪	故意杀人罪	NA	一审法院以“故意杀人罪”判处李德才死刑;二审法院以“过失致人死亡罪”改判其有期徒刑5年。

致人死亡罪	故意杀人罪	NA	不可能同时触犯故意杀人罪和过失致人死亡罪两罪名 。

致人死亡罪	故意杀人罪	NA	不可能同时触犯故意杀人罪和过失致人死亡罪两罪名 。

信赖原则	交通肇事罪	NA	本文对信赖原则在中日交通肇事罪中的适用进行了比较。

信赖原则	交通肇事罪	NA	信赖原则限制了交通肇事罪的成立。

客观行为	主观心态	NA	笔者以为正确认定交通肇事案中的自首问题应当根据行为人肇事后的主观心态和客观行为。

责任	冲突	NA	这一规定从实质上改变了《刑法》第133条对交通肇事罪客观要件内容的规定;违反了民事责任和刑事责任不得相互转换的法律原理;并且与《刑法》第4条所规定的刑法面前人人平等原则相冲突。

被告人	开庭审理	NA	黑龙江省牡丹江铁路运输法院开庭审理被告人孟广虎故意伤害一案。

民事	民事诉讼模式	NA	审理交通肇事犯罪引发的民事赔偿纠纷应严格按照刑事附带民事诉讼模式解决。

聚众斗殴罪	故意杀人罪	NA	河南省周口市中级人民法院依法公开宣判了孔刚等35人组织领导参加黑社会性质组织罪、故意杀人罪、故意伤害罪、聚众斗殴罪、寻衅滋事罪、故意毁坏财物罪、非法持有枪支罪案。

聚众斗殴罪	故意杀人罪	NA	河南省周口市中级人民法院依法公开宣判了孔刚等35人组织领导参加黑社会性质组织罪、故意杀人罪、故意伤害罪、聚众斗殴罪、寻衅滋事罪、故意毁坏财物罪、非法持有枪支罪案。

聚众斗殴罪	故意杀人罪	NA	河南省周口市中级人民法院依法公开宣判了孔刚等35人组织领导参加黑社会性质组织罪、故意杀人罪、故意伤害罪、聚众斗殴罪、寻衅滋事罪、故意毁坏财物罪、非法持有枪支罪案。

故意杀人	被害人	NA	或被害人激化矛盾引起他人加害属于被害人有过错的故意杀人罪。

故意杀人	被害人	NA	以犯故意杀人罪判处刘承玥、李光死刑;康健(被害人的妻子)犯故意杀人罪判处无期徒刑;康壮(被害人的妻弟)被判处有期徒刑5年。

故意杀人	被害人	NA	为制服被害人反抗而故意杀人的。

故意杀人	被害人	NA	故意杀人罪是最典型的有被害人的犯罪。

故意杀人	被害人	NA	阻止者单独构成不作为的故意杀人罪;在被害人自陷困境的场合。

故意杀人	被害人	NA	而不能根据被害人的伤亡结果而分别认定为故意伤害罪或者故意杀人罪。

故意杀人	被害人	NA	而不能根据被害人的伤亡结果而分别认定为故意伤害罪或者故意杀人罪。

被告人	判处无期徒刑	NA	对被告人孙伟铭以以危险方法危害公共安全罪判处无期徒刑。

被告人	刑事附带民事	NA	先后完成了对交通肇事罪、刑事附带民事诉讼、被告人翻供和刑事简易程序四个专题的研究。

刑事政策	恢复性司法	NA	此规定的积极意义在于以被害人利益为导向的刑事政策 ;符合现代刑法的谦抑原则 ;符合对交通肇事罪刑事政策的发展趋势 ;符合过失损毁财物不负刑事责任的刑法基本原理 ;暗合了恢复性司法的精神。

交通肇事罪	损害赔偿	NA	法释 [2 0 0 0 ]33号规定了损害赔偿在一定条件下影响交通肇事罪的定罪量刑。

指使	教唆	NA	指使者相应构成遗弃罪或故意杀人罪的教唆犯。

见义勇为	故意伤害罪	NA	出租车司机的行为是见义勇为、正当防卫或者防卫过当还是犯了故意伤害罪。

公安机关	治安处罚	NA	刘氏父子五人单独或结伙寻衅滋事、殴打他人先后被公安机关治安处罚20余次;刘玉甲因流氓罪被判拘役六个月。
